setup_code,setup_definition,high_lookback_days,leader,laggard,context_filter,trigger_code,trigger_definition,setup_idx,setup_date,trigger_idx,trigger_date,leader_strength_definition,laggard_definition,branch_id,direction,horizon_day,laggard_abs_return,leader_abs_return,excess_return
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,999,2009-12-21,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.009284455081813414,0.0047686868265444105,0.004515768255269004
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,999,2009-12-21,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.005495079898584443,-0.007802041439557761,0.013297121338142204
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,999,2009-12-21,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.01127411999445993,0.004551698859565301,0.0067224211348946294
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,999,2009-12-21,1000.0,2009-12-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0,0.007296116653911611,-0.007296116653911611
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,999,2009-12-21,1000.0,2009-12-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.005265358216586691,0.01658198613421069,-0.011316627917624
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,999,2009-12-21,1000.0,2009-12-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.00804230150313856,0.02188786411106647,-0.013845562607927908
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,999,2009-12-21,1000.0,2009-12-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.00804230150313856,0.017686810553609433,-0.009644509050470873
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,999,2009-12-21,1000.0,2009-12-22,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.007372101096366324,0.020783039691667504,-0.01341093859530118
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1001,2009-12-23,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.003600341161401399,0.000650868647220193,0.002949472514181206
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1001,2009-12-23,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.005210608245606707,0.008886600259585542,-0.003675992013978835
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1001,2009-12-23,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.009284455081813414,0.0047686868265444105,0.004515768255269004
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1001,2009-12-23,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.005495079898584443,-0.007802041439557761,0.013297121338142204
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1001,2009-12-23,1009.0,2010-01-06,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.01127411999445993,0.004551698859565301,0.0067224211348946294
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1001,2009-12-23,1002.0,2009-12-24,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0027623982701228122,0.005219331100910551,-0.002456932830787739
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1001,2009-12-23,1002.0,2009-12-24,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.0027623982701228122,0.0010868030660271533,0.001675595204095659
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1001,2009-12-23,1002.0,2009-12-24,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.0020957082252563985,0.004132528034883176,-0.0020368198096267776
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1001,2009-12-23,1002.0,2009-12-24,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,-0.008856909888042774,-0.005002543998557818,-0.0038543658894849564
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1001,2009-12-23,1002.0,2009-12-24,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.006286096309202627,0.009569506504425451,-0.0032834101952228245
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1052,2010-03-10,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.004691688940305694,0.006350804200748517,-0.0016591152604428228
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1052,2010-03-10,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.00891434036963723,0.009102986818699366,-0.00018864644906213535
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1052,2010-03-10,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.01294951828402402,0.012489859106708412,0.0004596591773156078
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1052,2010-03-10,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.009160430940467146,0.0063655038442358425,0.0027949270962313033
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1052,2010-03-10,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.013391571736513175,0.015477701199044347,-0.002086129462531172
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1052,2010-03-10,1054.0,2010-03-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0014096020333569381,-0.0025345512641575807,0.003944153297514519
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1052,2010-03-10,1054.0,2010-03-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.00610790438793285,0.003800156497775653,0.002307747890157197
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1052,2010-03-10,1054.0,2010-03-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.010336508075305284,0.0065453635677930055,0.0037911445075122785
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1052,2010-03-10,1054.0,2010-03-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.014377373984685304,0.00992365165436282,0.004453722330322485
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1052,2010-03-10,1054.0,2010-03-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.010582945535904331,0.0038148188842628272,0.006768126651641504
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1053,2010-03-11,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.004691688940305694,0.006350804200748517,-0.0016591152604428228
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1053,2010-03-11,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.00891434036963723,0.009102986818699366,-0.00018864644906213535
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1053,2010-03-11,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.01294951828402402,0.012489859106708412,0.0004596591773156078
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1053,2010-03-11,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.009160430940467146,0.0063655038442358425,0.0027949270962313033
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1053,2010-03-11,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.013391571736513175,0.015477701199044347,-0.002086129462531172
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1053,2010-03-11,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0042029325770429615,0.002734814347504555,0.0014681182295384065
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1053,2010-03-11,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.008219267099171867,0.006100313012454395,0.0021189540867174728
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1053,2010-03-11,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.004447873959099624,1.460687806464911e-05,0.004433267081034975
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1053,2010-03-11,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.008659256259383907,0.009069299651968121,-0.00041004339258421396
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1053,2010-03-11,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.018765427031911974,0.016018105872501298,0.002747321159410676
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1054,2010-03-12,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.004691688940305694,0.006350804200748517,-0.0016591152604428228
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1054,2010-03-12,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,0.00891434036963723,0.009102986818699366,-0.00018864644906213535
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1054,2010-03-12,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.01294951828402402,0.012489859106708412,0.0004596591773156078
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1054,2010-03-12,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.009160430940467146,0.0063655038442358425,0.0027949270962313033
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1054,2010-03-12,1055.0,2010-03-15,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.013391571736513175,0.015477701199044347,-0.002086129462531172
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1054,2010-03-12,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0042029325770429615,0.002734814347504555,0.0014681182295384065
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1054,2010-03-12,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.008219267099171867,0.006100313012454395,0.0021189540867174728
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1054,2010-03-12,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.004447873959099624,1.460687806464911e-05,0.004433267081034975
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1054,2010-03-12,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.008659256259383907,0.009069299651968121,-0.00041004339258421396
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1054,2010-03-12,1056.0,2010-03-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.018765427031911974,0.016018105872501298,0.002747321159410676
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1540,2012-02-14,1543.0,2012-02-17,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.0009287773621315942,0.0028381073589196504,-0.0019093299967880561
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1540,2012-02-14,1543.0,2012-02-17,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,-0.0006958315836034235,-0.0017341646695354651,0.0010383330859320417
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1540,2012-02-14,1543.0,2012-02-17,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,0.0027087362260427295,0.004887519047449329,-0.0021787828214065996
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1540,2012-02-14,1543.0,2012-02-17,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,0.003017774988932187,0.008355644343142288,-0.005337869354210101
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1540,2012-02-14,1543.0,2012-02-17,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,0.00332768383792148,0.009774630008142715,-0.006446946170221235
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1540,2012-02-14,1542.0,2012-02-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0038216506901218583,-0.0031429012907964182,0.0069645519809182765
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1540,2012-02-14,1542.0,2012-02-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.004753977514900143,-0.0003137138231585901,0.005067691338058733
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1540,2012-02-14,1542.0,2012-02-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.0031231598812666572,-0.004871615651953487,0.007994775533220144
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1540,2012-02-14,1542.0,2012-02-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.0065407387598321876,0.0017292567667299696,0.004811481993102218
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1540,2012-02-14,1542.0,2012-02-16,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,0.006850958560922882,0.005186482086954269,0.0016644764739686124
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1557,2012-03-09,1559.0,2012-03-13,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,0.0015194718131534835,0.003471119203502182,-0.0019516473903486986
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1557,2012-03-09,1559.0,2012-03-13,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,0.0055438907979967755,0.00633893351242798,-0.0007950427144312044
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1557,2012-03-09,1559.0,2012-03-13,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,0.004745186113949584,0.0056283932237910506,-0.0008832071098414662
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1557,2012-03-09,1559.0,2012-03-13,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,0.004896946990352813,0.01273347056251728,-0.007836523572164467
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1557,2012-03-09,1559.0,2012-03-13,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,-0.0003528149274948378,0.014547942913267331,-0.014900757840762169
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1568,2012-03-26,1572.0,2012-03-30,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,1,0.0037937948530066823,0.01036288821699416,-0.006569093363987477
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1568,2012-03-26,1572.0,2012-03-30,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,2,-0.0009857782427016293,0.01006686034612625,-0.011052638588827879
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1568,2012-03-26,1572.0,2012-03-30,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,3,-0.009786877607987243,-0.0037010178436649444,-0.006085859764322299
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1568,2012-03-26,1572.0,2012-03-30,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,4,-0.010698035495292801,0.0025163962970948806,-0.013214431792387682
S2,rolling divergence,252,QQQ,DIA,SPY,T1,relative-strength turn,1568,2012-03-26,1572.0,2012-03-30,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_QQQ_leads,QQQ leads / DIA lags,5,-0.020333892031312417,-0.005033621446725145,-0.015300270584587272
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1568,2012-03-26,1573.0,2012-04-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,1,-0.0047615089077216455,-0.00029299163134366424,-0.004468517276377981
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1568,2012-03-26,1573.0,2012-04-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,2,-0.013529344901940354,-0.01391965819872687,0.0003903132967865153
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1568,2012-03-26,1573.0,2012-04-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,3,-0.014437059107763939,-0.00776601358918283,-0.006671045518581109
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1568,2012-03-26,1573.0,2012-04-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,4,-0.02403649734440949,-0.01523859381938475,-0.008797903525024742
S2,rolling divergence,252,QQQ,DIA,SPY,T5,gap compression,1568,2012-03-26,1573.0,2012-04-02,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T5_QQQ_leads,QQQ leads / DIA lags,5,-0.03998499969694003,-0.031062602965923447,-0.00892239673101658
S2,rolling divergence,252,DIA,QQQ,SPY,T1,relative-strength turn,1703,2012-10-05,1708.0,2012-10-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,1,0.007348461515872096,0.006685025819118895,0.0006634356967532007
S2,rolling divergence,252,DIA,QQQ,SPY,T1,relative-strength turn,1703,2012-10-05,1708.0,2012-10-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,2,0.02159531875023335,0.016298874470902946,0.005296444279330403
S2,rolling divergence,252,DIA,QQQ,SPY,T1,relative-strength turn,1703,2012-10-05,1708.0,2012-10-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,3,0.0209958521848721,0.01727623335752515,0.003719618827346949
S2,rolling divergence,252,DIA,QQQ,SPY,T1,relative-strength turn,1703,2012-10-05,1708.0,2012-10-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,4,0.009148339155036878,0.016750702429405795,-0.007602363274368917
S2,rolling divergence,252,DIA,QQQ,SPY,T1,relative-strength turn,1703,2012-10-05,1708.0,2012-10-12,leader made a recent important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF failed to confirm recent high and trailed prior 10-day return,S2_T1_DIA_leads,DIA leads / QQQ lags,5,-0.014996881218806823,0.0012328978274800395,-0.016229779046286863
S1,same-day strict non-confirmation,252,DIA,QQQ,SPY,T1,relative-strength turn,1776,2013-01-24,1782.0,2013-02-01,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,1,-0.01743975879334203,-0.008372121759128937,-0.009067637034213094
S1,same-day strict non-confirmation,252,DIA,QQQ,SPY,T1,relative-strength turn,1776,2013-01-24,1782.0,2013-02-01,leader at/near important high and >=2% ahead of laggard over prior 10 days,other non-SPY ETF not confirming high and trailing prior 10-day return,S1_T1_DIA_leads,DIA leads / QQQ lags,2,-0.0029554440780026336,-0.0025048934090269315,-0.0004505506689757022
